LivingArea,NumBedrooms,Pool,ListPrice,DwellingType
870,3,None,219000,Single Family - Detached
1238,3,Private,135000,Single Family - Detached
1632,3,None,184900,Single Family - Detached
1471,2,Community,129900,Gemini/Twin Home
1659,3,None,165000,Single Family - Detached
1184,3,Community,88900,Apartment Style/Flat
1373,3,Community,124900,Single Family - Detached
1924,4,Private,194900,Single Family - Detached
3559,5,Private,250000,Single Family - Detached
2335,4,None,203200,Single Family - Detached
1771,2,Community,184900,Single Family - Detached
1165,2,Community,135000,Apartment Style/Flat
1726,3,None,157500,Single Family - Detached
1966,4,None,150000,Single Family - Detached
2429,3,Both Private & Community,499900,Single Family - Detached
1968,2,Community,155000,Gemini/Twin Home
1746,4,Private,137500,Single Family - Detached
2010,4,None,139900,Single Family - Detached
1821,4,None,155000,Single Family - Detached
1452,2,Community,76900,Mfg/Mobile Housing
1602,3,None,205000,Single Family - Detached
1900,3,Private,193500,Single Family - Detached
2503,3,Community,515000,Single Family - Detached
4898,5,None,825000,Single Family - Detached
1681,5,Private,135000,Mfg/Mobile Housing
1113,3,None,169500,Single Family - Detached
1244,3,Community,155000,Apartment Style/Flat
2360,4,Private,365000,Single Family - Detached
1769,3,Private,156777,Single Family - Detached
2582,4,Private,282000,Single Family - Detached
4013,4,None,629000,Single Family - Detached
1207,3,Private,168500,Single Family - Detached
3929,3,Both Private & Community,975000,Single Family - Detached
2216,3,Community,284882,Single Family - Detached
2024,3,None,205000,Single Family - Detached
2337,4,Private,314900,Single Family - Detached
1187,2,Community,147900,Townhouse
4467,5,Private,940000,Single Family - Detached
2723,5,None,305000,Single Family - Detached
1689,4,None,96000,Single Family - Detached
1877,3,Community,285000,Townhouse
466,1,Community,24999,Apartment Style/Flat
1259,3,None,129900,Single Family - Detached
1617,3,None,274900,Single Family - Detached
1605,3,None,259900,Single Family - Detached
2216,5,None,189900,Single Family - Detached
1200,3,None,65000,Mfg/Mobile Housing
2038,4,Private,275000,Single Family - Detached
1293,3,Community,169900,Single Family - Detached
1372,3,None,115900,Single Family - Detached
1165,2,Community,149900,Single Family - Detached
1053,3,None,185900,Single Family - Detached
3634,3,Private,725000,Single Family - Detached
3357,4,Both Private & Community,515000,Single Family - Detached
870,2,None,99900,Single Family - Detached
3173,4,Private,849000,Single Family - Detached
3785,4,None,600000,Single Family - Detached
2230,4,Private,133800,Single Family - Detached
929,1,Community,45000,Apartment Style/Flat
2405,3,Community,325000,Single Family - Detached
2695,4,Private,199900,Single Family - Detached
4684,4,Both Private & Community,749950,Single Family - Detached
2219,4,None,319900,Single Family - Detached
2588,4,Private,469000,Single Family - Detached
2237,4,None,258000,Single Family - Detached
3579,4,Private,325000,Single Family - Detached
3400,4,None,829000,Single Family - Detached
1652,3,None,134499,Single Family - Detached
1282,2,None,164900,Single Family - Detached
2145,4,None,232800,Single Family - Detached
1018,2,Community,80000,Apartment Style/Flat
1823,3,Both Private & Community,339000,Townhouse
1354,3,None,110000,Single Family - Detached
5800,5,Private,1649000,Single Family - Detached
1571,4,None,140000,Single Family - Detached
860,2,None,71000,Single Family - Detached
1552,3,None,129500,Single Family - Detached
1254,2,Community,229900,Townhouse
1294,4,None,132900,Single Family - Detached
3981,5,Private,575000,Single Family - Detached
1110,3,None,1100,Single Family - Detached
2703,4,Private,578900,Single Family - Detached
1120,2,None,99900,Townhouse
2249,3,None,180000,Single Family - Detached
2827,5,None,164900,Single Family - Detached
1404,3,None,185000,Single Family - Detached
1297,3,None,127000,Single Family - Detached
2375,3,None,239900,Single Family - Detached
1191,2,Community,129900,Townhouse
1900,3,Community,199900,Townhouse
1935,3,Community,189900,Single Family - Detached
1558,3,Community,175000,Single Family - Detached
1891,4,None,155000,Single Family - Detached
1260,3,None,239800,Single Family - Detached
1562,2,None,100000,Single Family - Detached
1445,3,Community,194999,Single Family - Detached
2188,3,Private,272900,Single Family - Detached
1158,2,Community,92000,Single Family - Detached
2436,3,None,399900,Single Family - Detached
1820,4,Community,209700,Single Family - Detached
1386,3,None,169900,Single Family - Detached
2369,4,Community,239999,Single Family - Detached
1420,3,Community,205000,Single Family - Detached
1269,3,Community,107500,Single Family - Detached
2595,4,Private,233000,Single Family - Detached
2040,4,Private,219900,Single Family - Detached
2476,3,Community,975000,Patio Home
3056,5,Private,270000,Single Family - Detached
2678,4,None,389900,Single Family - Detached
1082,2,Community,119900,Apartment Style/Flat
4248,4,Private,1125000,Single Family - Detached
1385,3,None,178000,Single Family - Detached
2036,3,Community,425000,Townhouse
850,1,Community,130000,Apartment Style/Flat
2150,4,None,174900,Single Family - Detached
1432,3,Community,207500,Single Family - Detached
1763,3,Private,248900,Single Family - Detached
3433,4,None,339000,Single Family - Detached
2888,4,Private,249990,Single Family - Detached
1688,3,Private,246000,Single Family - Detached
1023,2,Community,127500,Townhouse
2308,4,None,189500,Single Family - Detached
2248,2,Community,423000,Patio Home
2318,4,Community,206000,Single Family - Detached
1656,4,None,139000,Single Family - Detached
1268,3,None,139000,Single Family - Detached
1407,2,Community,205000,Single Family - Detached
1077,2,Community,62500,Apartment Style/Flat
1288,3,None,82000,Single Family - Detached
1152,2,Community,319000,Apartment Style/Flat
1114,1,Community,63500,Apartment Style/Flat
1210,3,None,209900,Single Family - Detached
2338,3,Community,289000,Townhouse
1274,3,None,199900,Single Family - Detached
2171,4,None,314900,Single Family - Detached
2150,3,Both Private & Community,372900,Single Family - Detached
1683,3,None,159900,Single Family - Detached
396,1,Community,39900,Mfg/Mobile Housing
1756,4,None,169900,Single Family - Detached
3070,4,None,205000,Single Family - Detached
1577,3,None,249000,Single Family - Detached
2492,3,Private,342900,Single Family - Detached
3077,4,None,239000,Single Family - Detached
864,2,None,47900,Townhouse
1350,3,None,134900,Single Family - Detached
1514,3,None,215000,Single Family - Detached
1340,3,None,142500,Single Family - Detached
850,1,Community,124500,Apartment Style/Flat
2639,4,Community,385000,Single Family - Detached
1625,2,Community,279000,Single Family - Detached
1360,3,None,249000,Single Family - Detached
2064,4,None,159900,Single Family - Detached
1992,4,None,155000,Single Family - Detached
850,1,Community,135900,Apartment Style/Flat
1506,4,None,135000,Single Family - Detached
2548,4,None,209900,Single Family - Detached
1261,3,None,55000,Single Family - Detached
1727,3,None,244900,Single Family - Detached
1551,3,Community,179500,Single Family - Detached
1080,3,None,164500,Single Family - Detached
1742,3,None,139000,Single Family - Detached
2149,5,None,188500,Single Family - Detached
1419,3,None,287000,Single Family - Detached
1535,3,None,169900,Single Family - Detached
624,1,Both Private & Community,79000,Apartment Style/Flat
3281,4,Private,549000,Single Family - Detached
1409,3,Community,168000,Single Family - Detached
1298,2,Community,189900,Apartment Style/Flat
2997,5,Private,529000,Single Family - Detached
1050,3,Private,119900,Single Family - Detached
1768,3,Private,185000,Single Family - Detached
1480,3,None,145000,Single Family - Detached
2563,3,Private,409000,Single Family - Detached
1416,3,None,169000,Single Family - Detached
1533,3,Private,184000,Single Family - Detached
2337,4,Both Private & Community,225000,Single Family - Detached
2171,3,Private,529000,Single Family - Detached
1350,3,None,165000,Single Family - Detached
1002,2,Community,139900,Apartment Style/Flat
4151,5,None,800000,Single Family - Detached
630,1,Community,51900,Apartment Style/Flat
1953,4,None,160000,Single Family - Detached
1369,3,None,140000,Single Family - Detached
2037,4,None,229900,Single Family - Detached
1533,2,Both Private & Community,142000,Single Family - Detached
1873,4,None,175000,Single Family - Detached
1563,3,None,151447,Single Family - Detached
2575,3,None,155000,Single Family - Detached
1919,3,None,285000,Single Family - Detached
1508,3,None,269900,Single Family - Detached
2118,3,Private,194900,Single Family - Detached
2439,4,None,520000,Single Family - Detached
3056,4,Private,540000,Single Family - Detached
1860,4,None,179257,Single Family - Detached
2309,4,None,269900,Single Family - Detached
1441,2,Community,109900,Mfg/Mobile Housing
2347,4,Both Private & Community,315900,Single Family - Detached
2850,3,None,624000,Single Family - Detached
2429,4,None,245000,Single Family - Detached
1872,4,Community,250000,Single Family - Detached
1929,4,Community,219900,Single Family - Detached
2036,2,None,318471,Single Family - Detached
1709,3,Private,292000,Single Family - Detached
1006,2,Community,79900,Patio Home
3146,4,Private,419000,Single Family - Detached
3064,4,None,264744,Single Family - Detached
4596,6,Private,1295000,Single Family - Detached
3120,5,Private,425000,Single Family - Detached
1302,2,Community,135000,Townhouse
3295,4,Private,398895,Single Family - Detached
2169,3,None,154900,Single Family - Detached
1459,3,None,220000,Single Family - Detached
2333,4,Community,280389,Single Family - Detached
1106,2,None,179000,Single Family - Detached
941,2,Community,100000,Patio Home
1864,3,Private,159900,Single Family - Detached
1667,3,Community,225000,Patio Home
702,1,Community,82500,Apartment Style/Flat
2244,4,None,279900,Single Family - Detached
1401,3,None,75000,Mfg/Mobile Housing
1702,3,Community,198200,Single Family - Detached
1256,3,None,199900,Single Family - Detached
625,1,Community,69000,Townhouse
3064,4,Private,465000,Single Family - Detached
3011,4,None,189900,Single Family - Detached
2097,3,None,177999,Single Family - Detached
772,1,Community,159000,Apartment Style/Flat
3530,4,None,574990,Single Family - Detached
822,2,Community,95000,Apartment Style/Flat
1250,3,None,109900,Single Family - Detached
1872,3,Private,187000,Single Family - Detached
2589,5,None,380000,Single Family - Detached
1558,3,Community,219800,Single Family - Detached
2277,4,None,189900,Single Family - Detached
2902,4,Community,227900,Single Family - Detached
1312,2,Community,125000,Single Family - Detached
1567,3,Community,218000,Single Family - Detached
1811,4,Private,224788,Single Family - Detached
1164,2,None,220000,Single Family - Detached
1468,3,Both Private & Community,209900,Single Family - Detached
2891,4,None,349981,Single Family - Detached
1397,2,None,89900,Single Family - Detached
1614,3,Private,229900,Single Family - Detached
3592,4,Private,400000,Single Family - Detached
1928,4,None,220000,Single Family - Detached
2221,4,None,177680,Single Family - Detached
1308,4,None,155000,Single Family - Detached
1161,3,None,75000,Single Family - Detached
1880,3,None,239900,Single Family - Detached
1802,4,None,229900,Single Family - Detached
1386,3,Community,153900,Townhouse
760,1,Community,129900,Apartment Style/Flat
1312,3,Community,148000,Single Family - Detached
1183,2,Community,172000,Single Family - Detached
1327,3,None,144900,Single Family - Detached
1417,3,Community,148590,Single Family - Detached
1991,3,Private,430000,Single Family - Detached
896,3,None,117900,Single Family - Detached
1500,2,None,138500,Single Family - Detached
2064,3,None,129900,Single Family - Detached
3097,5,Community,224999,Single Family - Detached
1886,3,Private,247000,Single Family - Detached
1580,2,Community,175000,Single Family - Detached
4445,3,Private,600000,Single Family - Detached
1606,3,None,229000,Single Family - Detached
1634,3,None,154900,Single Family - Detached
4178,4,Community,379900,Single Family - Detached
2286,4,None,315950,Single Family - Detached
1492,3,None,460000,Single Family - Detached
2277,4,Community,209900,Single Family - Detached
1800,3,None,248800,Mfg/Mobile Housing
1902,4,None,107500,Single Family - Detached
1985,4,None,269900,Single Family - Detached
2040,4,Community,119900,Mfg/Mobile Housing
1110,3,None,121500,Single Family - Detached
2285,4,None,189900,Single Family - Detached
3674,5,None,369950,Single Family - Detached
1439,2,Community,159900,Single Family - Detached
2183,4,Private,289900,Single Family - Detached
3050,5,Private,549000,Single Family - Detached
3132,4,None,139000,Single Family - Detached
2903,4,Private,368000,Single Family - Detached
3411,4,Both Private & Community,459999,Single Family - Detached
3807,5,Both Private & Community,330000,Single Family - Detached
1424,3,None,136000,Single Family - Detached
2599,4,None,319679,Single Family - Detached
4439,4,Private,479900,Single Family - Detached
1873,3,Both Private & Community,239900,Single Family - Detached
